ticket_id,merchant_id,opened_at,channel,subject,body,status,txn_ref
TK-101208,MER-0042,2026-04-21 14:16:00,portal,How do we handle the pending status?,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",pending_merchant,
TK-101209,MER-0006,2026-04-09 16:31:00,whatsapp,Request for statement,We are changing our settlement bank. What documents do you need from us?,resolved,PN100139927
TK-101210,MER-0051,2026-03-01 19:01:00,portal,Transaction n/a failed on checkout,Customer says payment went through on their phone but our dashboard shows failed. not recorded. They are in the shop now and refusing to pay again.,open,
TK-101211,MER-0010,2026-03-12 12:04:00,whatsapp,Payment declined repeatedly,We are seeing a lot of declines this afternoon on mobile money. Ref PN100062759 is one example. Is there a problem on the rail side or is it us?,open,PN100062759
TK-101212,MER-0054,2026-03-25 14:03:00,portal,How do we handle the pending status?,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",pending_merchant,PN100103133
TK-101213,MER-0044,2026-03-15 15:26:00,email,Refund request for PN100071644,"We need to refund 81.43 on PN100071644, the goods were returned. What is the process and how long does it take to reflect?",closed,PN100071644
TK-101214,MER-0051,2026-03-20 19:47:00,portal,Query on fees charged this month,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,closed,
TK-101215,MER-0011,2026-03-01 16:48:00,whatsapp,API returning 401 after key rotation,"We rotated our API key yesterday and now every request returns {""error"":""unauthorised""}. Nothing else changed on our side. Can you check whether the old key is still active?",open,PN100159002
TK-101216,MER-0004,2026-04-08 15:00:00,email,Settlement not received for 08 Apr,"Good morning team. We reconciled our till this morning and the payout for 08 Apr 2026 has still not hit our FCA account. Our records show n/a collected. Please advise when we should expect it.
Sent from my mobile device",resolved,
TK-101217,MER-0001,2026-04-21 16:11:00,whatsapp,Suspicious transaction pattern,"We had a series of small payments overnight from what looks like the same payer, all just under our review threshold. One ref is PN100002592. Can you block that payer and advise on next steps?",closed,PN100002592
TK-101218,MER-0034,2026-04-03 12:34:00,portal,Settlement not received for 03 Apr,"We have not received settlement for 03 Apr 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.",closed,PN100138601
TK-101219,MER-0048,2026-04-11 10:40:00,portal,Change of bank account details,We are changing our settlement bank. What documents do you need from us?,open,PN100083981
TK-101220,MER-0054,2026-04-27 08:44:00,portal,Payment declined repeatedly,We are seeing a lot of declines this afternoon on mobile money. Ref PN100057950 is one example. Is there a problem on the rail side or is it us?,closed,PN100057950
TK-101221,MER-0050,2026-03-21 08:35:00,email,Funds still not in our account,Good morning team. We reconciled our till this morning and the payout for 21 Mar 2026 has still not hit our FCA account. Our records show n/a collected. Please advise when we should expect it.,resolved,
TK-101222,MER-0050,2026-04-08 06:39:00,email,Settlement not received for 08 Apr,"Hie, kindly confirm status of our settlement. Amount expected is around n/a. Ref not recorded.",pending_merchant,
TK-101223,MER-0045,2026-04-13 18:56:00,email,Query on fees charged this month,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,closed,PN100029654
TK-101224,MER-0040,2026-03-13 12:33:00,whatsapp,Where is our payout for 13 Mar?,"We have not received settlement for 13 Mar 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.",closed,
TK-101225,MER-0008,2026-04-29 17:22:00,email,Where is our payout for 29 Apr?,"Hie, kindly confirm status of our settlement. Amount expected is around 5.57. Ref PN100038985.",resolved,PN100038985
TK-101226,MER-0053,2026-04-23 14:51:00,portal,Customer payment failed but was debited,Customer says payment went through on their phone but our dashboard shows failed. not recorded. They are in the shop now and refusing to pay again.,closed,
TK-101227,MER-0061,2026-04-16 07:14:00,whatsapp,Callback not firing on our staging environment,"Question on statuses: if a payment sits at pending, how long before we can treat it as failed? Our checkout currently waits 30 seconds then gives up.",resolved,
TK-101228,MER-0024,2026-03-19 17:05:00,email,Callback not firing on our staging environment,"Question on statuses: if a payment sits at pending, how long before we can treat it as failed? Our checkout currently waits 30 seconds then gives up.",closed,PN100040233
TK-101229,MER-0061,2026-03-11 19:33:00,email,Funds still not in our account,Good morning team. We reconciled our till this morning and the payout for 11 Mar 2026 has still not hit our FCA account. Our records show 2.04 collected. Please advise when we should expect it.,open,PN100059978
TK-101230,MER-0024,2026-03-18 07:19:00,whatsapp,Customer payment failed but was debited,Customer says payment went through on their phone but our dashboard shows failed. PN100077302. They are in the shop now and refusing to pay again.,closed,PN100077302
TK-101231,MER-0056,2026-03-19 15:00:00,whatsapp,Customer double charged,"We need to refund n/a on not recorded, the goods were returned. What is the process and how long does it take to reflect?",closed,
TK-101232,MER-0012,2026-03-16 07:43:00,email,Customer payment failed but was debited,"A customer tried to pay n/a and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is not recorded. Please reverse or confirm.",closed,
TK-101233,MER-0057,2026-03-13 17:48:00,email,Where is our payout for 13 Mar?,Good morning team. We reconciled our till this morning and the payout for 13 Mar 2026 has still not hit our FCA account. Our records show n/a collected. Please advise when we should expect it.,resolved,
TK-101234,MER-0050,2026-04-20 07:34:00,portal,Fee does not match our agreement,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,closed,
TK-101235,MER-0009,2026-03-18 08:13:00,email,Fee does not match our agreement,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,resolved,PN100054568
TK-101236,MER-0056,2026-04-12 12:21:00,whatsapp,Query on fees charged this month,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,open,
TK-101237,MER-0006,2026-04-02 07:35:00,portal,Possible fraudulent payments overnight,"We had a series of small payments overnight from what looks like the same payer, all just under our review threshold. One ref is not recorded. Can you block that payer and advise on next steps?",closed,
TK-101238,MER-0026,2026-04-29 11:32:00,email,Settlement not received for 29 Apr,"We have not received settlement for 29 Apr 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.",closed,PN100087122
TK-101239,MER-0049,2026-04-11 18:25:00,email,Customer payment failed but was debited,"We are seeing a lot of declines this afternoon on mobile money. Ref PN100167214 is one example. Is there a problem on the rail side or is it us?
Sent from my mobile device",pending_merchant,PN100167214
TK-101240,MER-0059,2026-04-11 16:16:00,portal,Suspicious transaction pattern,"We had a series of small payments overnight from what looks like the same payer, all just under our review threshold. One ref is PN100136448. Can you block that payer and advise on next steps?",closed,PN100136448
TK-101241,MER-0039,2026-03-14 15:53:00,email,Funds still not in our account,Good morning team. We reconciled our till this morning and the payout for 14 Mar 2026 has still not hit our FCA account. Our records show 384.10 collected. Please advise when we should expect it.,closed,PN100078970
TK-101242,MER-0015,2026-03-06 18:12:00,whatsapp,Customer payment failed but was debited,We are seeing a lot of declines this afternoon on mobile money. Ref PN100098275 is one example. Is there a problem on the rail side or is it us?,closed,PN100098275
TK-101243,MER-0014,2026-04-27 09:35:00,email,Fee does not match our agreement,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,resolved,PN100026441
TK-101244,MER-0033,2026-03-09 11:16:00,email,Refund request for PN100089258,"We need to refund 15.84 on PN100089258, the goods were returned. What is the process and how long does it take to reflect?",closed,PN100089258
TK-101245,MER-0026,2026-04-04 08:01:00,email,Customer double charged,"We need to refund 180.80 on PN100110726, the goods were returned. What is the process and how long does it take to reflect?",closed,PN100110726
TK-101246,MER-0048,2026-04-08 17:15:00,email,Change of bank account details,Kindly send the statement for last month in Excel rather than PDF.,resolved,
TK-101247,MER-0041,2026-03-16 06:39:00,email,Transaction PN100145276 failed on checkout,Customer says payment went through on their phone but our dashboard shows failed. PN100145276. They are in the shop now and refusing to pay again.,resolved,PN100145276
TK-101248,MER-0045,2026-03-06 17:26:00,portal,Payment declined repeatedly,We are seeing a lot of declines this afternoon on mobile money. Ref PN100096601 is one example. Is there a problem on the rail side or is it us?,open,PN100096601
TK-101249,MER-0049,2026-04-11 18:42:00,email,Add a user to our portal,Please add our new finance officer to the merchant portal with view only access.,closed,PN100085327
TK-101250,MER-0034,2026-04-08 17:53:00,email,Request for statement,We are changing our settlement bank. What documents do you need from us?,open,
TK-101251,MER-0045,2026-04-30 12:13:00,portal,Funds still not in our account,"We have not received settlement for 30 Apr 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.",pending_merchant,PN100022278
TK-101252,MER-0039,2026-04-27 07:55:00,email,Change of bank account details,Please add our new finance officer to the merchant portal with view only access.,closed,PN100173504
TK-101253,MER-0019,2026-04-18 16:12:00,email,Payment declined repeatedly,We are seeing a lot of declines this afternoon on mobile money. Ref not recorded is one example. Is there a problem on the rail side or is it us?,closed,
TK-101254,MER-0024,2026-04-27 18:33:00,portal,Customer payment failed but was debited,Customer says payment went through on their phone but our dashboard shows failed. not recorded. They are in the shop now and refusing to pay again.,open,
TK-101255,MER-0013,2026-04-11 12:21:00,whatsapp,API returning 401 after key rotation,"We rotated our API key yesterday and now every request returns {""error"":""unauthorised""}. Nothing else changed on our side. Can you check whether the old key is still active?",resolved,PN100154847
TK-101256,MER-0019,2026-04-06 17:15:00,email,Fee does not match our agreement,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,resolved,PN100066174
TK-101257,MER-0008,2026-03-05 15:44:00,portal,Where is our payout for 05 Mar?,"Good morning team. We reconciled our till this morning and the payout for 05 Mar 2026 has still not hit our FCA account. Our records show n/a collected. Please advise when we should expect it.
Sent from my mobile device",open,
TK-101258,MER-0045,2026-03-14 12:52:00,whatsapp,Transaction PN100130284 failed on checkout,We are seeing a lot of declines this afternoon on mobile money. Ref PN100130284 is one example. Is there a problem on the rail side or is it us?,pending_merchant,PN100130284
TK-101259,MER-0025,2026-04-08 13:55:00,whatsapp,Transaction PN100056455 failed on checkout,Customer says payment went through on their phone but our dashboard shows failed. PN100056455. They are in the shop now and refusing to pay again.,open,PN100056455
TK-101260,MER-0027,2026-04-08 10:20:00,portal,Customer payment failed but was debited,We are seeing a lot of declines this afternoon on mobile money. Ref PN100123320 is one example. Is there a problem on the rail side or is it us?,closed,PN100123320
TK-101261,MER-0036,2026-03-01 06:21:00,email,Funds still not in our account,Good morning team. We reconciled our till this morning and the payout for 01 Mar 2026 has still not hit our FCA account. Our records show n/a collected. Please advise when we should expect it.,pending_merchant,
TK-101262,MER-0005,2026-04-02 18:48:00,whatsapp,Customer payment failed but was debited,"A customer tried to pay n/a and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is not recorded. Please reverse or confirm.",open,
TK-101263,MER-0032,2026-04-27 15:23:00,email,API returning 401 after key rotation,"Question on statuses: if a payment sits at pending, how long before we can treat it as failed? Our checkout currently waits 30 seconds then gives up.",resolved,PN100142200
TK-101264,MER-0060,2026-04-24 06:25:00,email,Fee does not match our agreement,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,open,PN100075988
TK-101265,MER-0039,2026-03-16 13:05:00,email,Settlement not received for 16 Mar,"We have not received settlement for 16 Mar 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.",closed,
TK-101266,MER-0008,2026-04-20 16:48:00,email,Settlement not received for 20 Apr,"We have not received settlement for 20 Apr 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.
Sent from my mobile device",resolved,PN100059792
TK-101267,MER-0040,2026-04-04 19:07:00,email,Request for statement,Please add our new finance officer to the merchant portal with view only access.,open,
TK-101268,MER-0018,2026-03-11 17:48:00,email,Customer payment failed but was debited,We are seeing a lot of declines this afternoon on mobile money. Ref PN100112854 is one example. Is there a problem on the rail side or is it us?,open,PN100112854
TK-101269,MER-0013,2026-03-31 15:24:00,whatsapp,Possible fraudulent payments overnight,"We had a series of small payments overnight from what looks like the same payer, all just under our review threshold. One ref is PN100109922. Can you block that payer and advise on next steps?",open,PN100109922
TK-101270,MER-0018,2026-04-18 07:26:00,whatsapp,Refund request for n/a,"We need to refund n/a on not recorded, the goods were returned. What is the process and how long does it take to reflect?",closed,
TK-101271,MER-0019,2026-04-03 08:15:00,whatsapp,Suspicious transaction pattern,"We had a series of small payments overnight from what looks like the same payer, all just under our review threshold. One ref is PN100036481. Can you block that payer and advise on next steps?",closed,PN100036481
TK-101272,MER-0020,2026-04-07 10:16:00,portal,Where is our payout for 07 Apr?,"We have not received settlement for 07 Apr 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.",pending_merchant,
TK-101273,MER-0007,2026-03-25 14:31:00,email,Payment declined repeatedly,Customer says payment went through on their phone but our dashboard shows failed. PN100146530. They are in the shop now and refusing to pay again.,pending_merchant,PN100146530
TK-101274,MER-0001,2026-03-26 13:32:00,whatsapp,Settlement not received for 26 Mar,"Hie, kindly confirm status of our settlement. Amount expected is around n/a. Ref not recorded.",resolved,
TK-101275,MER-0017,2026-03-14 16:39:00,email,Request for fee breakdown,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,pending_merchant,PN100131118
TK-101276,MER-0043,2026-04-13 11:58:00,email,Payment declined repeatedly,Customer says payment went through on their phone but our dashboard shows failed. not recorded. They are in the shop now and refusing to pay again.,resolved,
TK-101277,MER-0047,2026-04-09 15:51:00,email,Callback not firing on our staging environment,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",resolved,PN100072045
TK-101278,MER-0058,2026-03-10 16:22:00,phone,Request for fee breakdown,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,closed,
TK-101279,MER-0058,2026-04-15 08:06:00,portal,Funds still not in our account,"Hie, kindly confirm status of our settlement. Amount expected is around n/a. Ref not recorded.",open,
TK-101280,MER-0021,2026-04-09 15:27:00,email,Request for statement,We are changing our settlement bank. What documents do you need from us?,closed,PN100172962
TK-101281,MER-0031,2026-03-29 15:09:00,email,Refund request for PN100014906,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100014906, amount 132.85. She has been calling since yesterday.",closed,PN100014906
TK-101282,MER-0005,2026-04-24 16:16:00,email,Request for fee breakdown,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,open,PN100065765
TK-101283,MER-0046,2026-03-18 10:49:00,whatsapp,Settlement not received for 18 Mar,Good morning team. We reconciled our till this morning and the payout for 18 Mar 2026 has still not hit our FCA account. Our records show n/a collected. Please advise when we should expect it.,closed,
TK-101284,MER-0017,2026-04-27 13:45:00,portal,API returning 401 after key rotation,"We rotated our API key yesterday and now every request returns {""error"":""unauthorised""}. Nothing else changed on our side. Can you check whether the old key is still active?",closed,PN100173752
TK-101285,MER-0023,2026-04-29 13:54:00,email,How do we handle the pending status?,"Question on statuses: if a payment sits at pending, how long before we can treat it as failed? Our checkout currently waits 30 seconds then gives up.",closed,PN100008593
TK-101286,MER-0016,2026-03-09 06:56:00,whatsapp,Fee does not match our agreement,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,resolved,PN100179375
TK-101287,MER-0008,2026-03-20 09:00:00,whatsapp,Fee does not match our agreement,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,resolved,PN100177409
TK-101288,MER-0046,2026-04-18 14:28:00,whatsapp,Refund request for n/a,"Customer was charged twice for the same order. Please reverse one of them. Ref not recorded, amount n/a. She has been calling since yesterday.",resolved,
TK-101289,MER-0016,2026-04-06 12:47:00,portal,Please reverse duplicate charge,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100007152, amount 1.58. She has been calling since yesterday.",pending_merchant,PN100007152
TK-101290,MER-0047,2026-03-18 09:46:00,email,Fee does not match our agreement,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,open,PN100117574
TK-101291,MER-0003,2026-04-04 09:16:00,email,Refund request for PN100138121,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100138121, amount 19.94. She has been calling since yesterday.",open,PN100138121
TK-101292,MER-0035,2026-04-29 08:07:00,portal,Customer payment failed but was debited,We are seeing a lot of declines this afternoon on mobile money. Ref PN100107007 is one example. Is there a problem on the rail side or is it us?,resolved,PN100107007
TK-101293,MER-0016,2026-04-29 11:39:00,portal,Please reverse duplicate charge,"We need to refund 1.27 on PN100098674, the goods were returned. What is the process and how long does it take to reflect?",closed,PN100098674
TK-101294,MER-0013,2026-03-21 11:23:00,portal,Payment declined repeatedly,We are seeing a lot of declines this afternoon on mobile money. Ref not recorded is one example. Is there a problem on the rail side or is it us?,open,
TK-101295,MER-0055,2026-03-28 08:41:00,email,Please reverse duplicate charge,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100025969, amount 33.65. She has been calling since yesterday.",closed,PN100025969
TK-101296,MER-0048,2026-03-28 19:10:00,portal,How do we handle the pending status?,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",pending_merchant,PN100161595
TK-101297,MER-0053,2026-03-11 15:50:00,whatsapp,Settlement not received for 11 Mar,"Hie, kindly confirm status of our settlement. Amount expected is around 16.15. Ref PN100011684.",closed,PN100011684
TK-101298,MER-0006,2026-04-22 06:29:00,portal,Settlement not received for 22 Apr,Good morning team. We reconciled our till this morning and the payout for 22 Apr 2026 has still not hit our FCA account. Our records show 4.52 collected. Please advise when we should expect it.,resolved,PN100028982
TK-101299,MER-0038,2026-03-26 08:57:00,email,Fee does not match our agreement,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,closed,PN100134298
TK-101300,MER-0016,2026-04-03 14:56:00,email,Transaction PN100032674 failed on checkout,Customer says payment went through on their phone but our dashboard shows failed. PN100032674. They are in the shop now and refusing to pay again.,resolved,PN100032674
TK-101301,MER-0010,2026-03-12 17:10:00,portal,API returning 401 after key rotation,"Question on statuses: if a payment sits at pending, how long before we can treat it as failed? Our checkout currently waits 30 seconds then gives up.",closed,PN100045709
TK-101302,MER-0036,2026-04-14 13:44:00,portal,Customer payment failed but was debited,We are seeing a lot of declines this afternoon on mobile money. Ref not recorded is one example. Is there a problem on the rail side or is it us?,resolved,
TK-101303,MER-0052,2026-03-28 19:15:00,email,Refund request for PN100141429,"We need to refund 88.55 on PN100141429, the goods were returned. What is the process and how long does it take to reflect?",closed,PN100141429
TK-101304,MER-0040,2026-03-15 10:45:00,email,Funds still not in our account,"Hie, kindly confirm status of our settlement. Amount expected is around n/a. Ref not recorded.",closed,
TK-101305,MER-0053,2026-04-27 09:46:00,email,Please reverse duplicate charge,"We need to refund 14.34 on PN100163183, the goods were returned. What is the process and how long does it take to reflect?",resolved,PN100163183
TK-101306,MER-0006,2026-03-29 19:45:00,email,Please reverse duplicate charge,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100125884, amount 30.69. She has been calling since yesterday.
Sent from my mobile device",pending_merchant,PN100125884
TK-101307,MER-0057,2026-04-24 12:35:00,whatsapp,Change of bank account details,Please add our new finance officer to the merchant portal with view only access.,closed,
TK-101308,MER-0058,2026-03-02 08:02:00,portal,Request for fee breakdown,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,open,PN100151493
TK-101309,MER-0049,2026-04-09 06:39:00,email,How do we handle the pending status?,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",pending_merchant,PN100043441
TK-101310,MER-0035,2026-04-05 11:24:00,portal,Customer payment failed but was debited,Customer says payment went through on their phone but our dashboard shows failed. not recorded. They are in the shop now and refusing to pay again.,resolved,
TK-101311,MER-0049,2026-04-14 18:31:00,email,API returning 401 after key rotation,"We rotated our API key yesterday and now every request returns {""error"":""unauthorised""}. Nothing else changed on our side. Can you check whether the old key is still active?",closed,
TK-101312,MER-0033,2026-03-14 16:58:00,email,Funds still not in our account,Good morning team. We reconciled our till this morning and the payout for 14 Mar 2026 has still not hit our FCA account. Our records show 17.33 collected. Please advise when we should expect it.,open,PN100170405
TK-101313,MER-0018,2026-04-26 06:23:00,email,Callback not firing on our staging environment,"Question on statuses: if a payment sits at pending, how long before we can treat it as failed? Our checkout currently waits 30 seconds then gives up.",closed,PN100121379
TK-101314,MER-0043,2026-03-27 15:03:00,whatsapp,Customer payment failed but was debited,"A customer tried to pay 22.64 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100002796. Please reverse or confirm.",open,PN100002796
TK-101315,MER-0028,2026-03-07 08:51:00,phone,Change of bank account details,Kindly send the statement for last month in Excel rather than PDF.,closed,PN100109855
TK-101316,MER-0039,2026-03-29 19:34:00,portal,Request for fee breakdown,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,open,PN100123985
TK-101317,MER-0041,2026-03-12 19:54:00,email,Transaction PN100099113 failed on checkout,"A customer tried to pay 2.42 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100099113. Please reverse or confirm.",resolved,PN100099113
TK-101318,MER-0011,2026-04-19 08:22:00,whatsapp,Change of bank account details,We are changing our settlement bank. What documents do you need from us?,closed,PN100002636
TK-101319,MER-0021,2026-04-07 11:04:00,email,Customer double charged,"We need to refund 30.12 on PN100048050, the goods were returned. What is the process and how long does it take to reflect?",open,PN100048050
TK-101320,MER-0044,2026-03-13 06:01:00,email,Customer double charged,"We need to refund 164.91 on PN100007087, the goods were returned. What is the process and how long does it take to reflect?",closed,PN100007087
TK-101321,MER-0030,2026-04-19 15:03:00,portal,Customer payment failed but was debited,Customer says payment went through on their phone but our dashboard shows failed. PN100140849. They are in the shop now and refusing to pay again.,closed,PN100140849
TK-101322,MER-0051,2026-04-19 13:18:00,email,Payment declined repeatedly,Customer says payment went through on their phone but our dashboard shows failed. PN100124710. They are in the shop now and refusing to pay again.,closed,PN100124710
TK-101323,MER-0012,2026-03-18 15:15:00,email,Possible fraudulent payments overnight,"We had a series of small payments overnight from what looks like the same payer, all just under our review threshold. One ref is PN100049256. Can you block that payer and advise on next steps?
Sent from my mobile device",closed,PN100049256
TK-101324,MER-0031,2026-03-10 11:56:00,email,Change of bank account details,Kindly send the statement for last month in Excel rather than PDF.,closed,PN100014906
TK-101325,MER-0051,2026-04-14 16:12:00,portal,Where is our payout for 14 Apr?,Good morning team. We reconciled our till this morning and the payout for 14 Apr 2026 has still not hit our FCA account. Our records show 399.60 collected. Please advise when we should expect it.,closed,PN100126924
TK-101326,MER-0002,2026-03-15 13:56:00,email,Customer payment failed but was debited,"We are seeing a lot of declines this afternoon on mobile money. Ref PN100006925 is one example. Is there a problem on the rail side or is it us?
Sent from my mobile device",open,PN100006925
TK-101327,MER-0029,2026-03-01 13:54:00,email,Query on fees charged this month,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,open,PN100071945
TK-101328,MER-0043,2026-04-02 09:18:00,phone,Customer payment failed but was debited,"A customer tried to pay 8.81 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100072030. Please reverse or confirm.",open,PN100072030
TK-101329,MER-0024,2026-03-31 08:20:00,email,Request for fee breakdown,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,open,PN100175418
TK-101330,MER-0059,2026-04-19 10:51:00,email,Refund request for PN100000536,"We need to refund 2.98 on PN100000536, the goods were returned. What is the process and how long does it take to reflect?",pending_merchant,PN100000536
TK-101331,MER-0010,2026-03-17 18:04:00,whatsapp,Fee does not match our agreement,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,pending_merchant,
TK-101332,MER-0010,2026-03-05 18:21:00,whatsapp,Transaction PN100008428 failed on checkout,"A customer tried to pay 268.43 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100008428. Please reverse or confirm.",open,PN100008428
TK-101333,MER-0060,2026-04-07 14:17:00,portal,Request for fee breakdown,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,closed,PN100048863
TK-101334,MER-0041,2026-04-18 19:28:00,whatsapp,Query on fees charged this month,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,closed,PN100067006
TK-101335,MER-0051,2026-04-18 15:45:00,portal,Payment declined repeatedly,Customer says payment went through on their phone but our dashboard shows failed. PN100052793. They are in the shop now and refusing to pay again.,closed,PN100052793
TK-101336,MER-0035,2026-03-01 18:10:00,whatsapp,Where is our payout for 01 Mar?,"Hie, kindly confirm status of our settlement. Amount expected is around 2.71. Ref PN100081874.",pending_merchant,PN100081874
TK-101337,MER-0044,2026-04-16 13:56:00,portal,Request for fee breakdown,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,closed,
TK-101338,MER-0053,2026-04-12 08:18:00,whatsapp,Transaction PN100055621 failed on checkout,We are seeing a lot of declines this afternoon on mobile money. Ref PN100055621 is one example. Is there a problem on the rail side or is it us?,resolved,PN100055621
TK-101339,MER-0025,2026-04-19 15:27:00,whatsapp,Transaction n/a failed on checkout,We are seeing a lot of declines this afternoon on mobile money. Ref not recorded is one example. Is there a problem on the rail side or is it us?,closed,
TK-101340,MER-0003,2026-03-10 08:22:00,email,Payment declined repeatedly,"A customer tried to pay 57.42 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100155823. Please reverse or confirm.",resolved,PN100155823
TK-101341,MER-0044,2026-03-13 14:08:00,portal,Transaction n/a failed on checkout,"A customer tried to pay n/a and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is not recorded. Please reverse or confirm.",closed,
TK-101342,MER-0027,2026-04-07 15:08:00,whatsapp,API returning 401 after key rotation,"Question on statuses: if a payment sits at pending, how long before we can treat it as failed? Our checkout currently waits 30 seconds then gives up.",resolved,PN100032848
TK-101343,MER-0042,2026-03-02 16:13:00,whatsapp,Settlement not received for 02 Mar,Good morning team. We reconciled our till this morning and the payout for 02 Mar 2026 has still not hit our FCA account. Our records show 11.51 collected. Please advise when we should expect it.,open,PN100015737
TK-101344,MER-0050,2026-04-05 14:46:00,email,API returning 401 after key rotation,"We rotated our API key yesterday and now every request returns {""error"":""unauthorised""}. Nothing else changed on our side. Can you check whether the old key is still active?",closed,PN100049852
TK-101345,MER-0045,2026-04-19 13:06:00,email,Customer double charged,"We need to refund 31.75 on PN100067426, the goods were returned. What is the process and how long does it take to reflect?",closed,PN100067426
TK-101346,MER-0054,2026-03-04 09:25:00,phone,Transaction PN100079958 failed on checkout,"A customer tried to pay 4.21 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100079958. Please reverse or confirm.",resolved,PN100079958
TK-101347,MER-0034,2026-03-19 12:54:00,email,Callback not firing on our staging environment,"We rotated our API key yesterday and now every request returns {""error"":""unauthorised""}. Nothing else changed on our side. Can you check whether the old key is still active?",resolved,
TK-101348,MER-0021,2026-04-09 06:39:00,email,Callback not firing on our staging environment,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",pending_merchant,PN100064166
TK-101349,MER-0052,2026-03-19 17:08:00,portal,Transaction PN100037518 failed on checkout,Customer says payment went through on their phone but our dashboard shows failed. PN100037518. They are in the shop now and refusing to pay again.,resolved,PN100037518
TK-101350,MER-0007,2026-03-28 17:34:00,email,Add a user to our portal,We are changing our settlement bank. What documents do you need from us?,resolved,PN100132144
